,job_location,main_rating,Work/Life Balance,Culture & Values,Diversity & Inclusion,Career Opportunities,Compensation and Benefits,Senior Management,Business Outlook,CEO Approval,Recommend,cons,post_title,pros,status,Work/Life Balance_rolling_10mean,Culture & Values_rolling_10mean,Diversity & Inclusion_rolling_10mean,Career Opportunities_rolling_10mean,Compensation and Benefits_rolling_10mean,Senior Management_rolling_10mean,country,company
2020-10-13,Management Assistant in Brussels,4.0,,,,,,,O,O,O,"- No space for different personalities
- Mainstream ratrace to the top
- focused on money",Ratrace environment,"- Structured company
- lots of knowledge
- ambitious","Former Employee, less than 1 year",3.3333333333333335,4.111111111111111,4.0,4.0,3.4444444444444446,3.2222222222222223,belgian,deloitte
2020-10-15,Senior Consultant in Brussels,4.0,2.0,4.0,4.0,4.0,3.0,2.0,V,O,V,"- High paced 
- Not great at giving feedback or saying thank you",Experienced Senior,"+ Young Colleagues
+ Diverse and ever-changing job content
+ Possibility to grow and learn (both personally as professionally)
+ Flexible working (WFH, ... )",Current Employee,3.111111111111111,4.0,4.0,3.888888888888889,3.3333333333333335,3.0,belgian,deloitte
2020-10-18,Senior Consultant in Brussels,4.0,3.0,5.0,5.0,4.0,3.0,,O,O,O,"- high expectations
- not always a good work life balance",Flexibiliteit,"- teleworking
- flexibel Hours
- company car
- free fitness",Current Employee,3.2222222222222223,4.111111111111111,4.25,3.7777777777777777,3.2222222222222223,3.0,belgian,deloitte
2020-10-19,Analyst in Brussels,4.0,3.0,5.0,3.0,4.0,4.0,3.0,V,-,V,"Long hours, lack of management",good experience,"Great Staff, highly stimulating and exciting","Former Employee, less than 1 year",3.2222222222222223,4.333333333333333,4.0,3.7777777777777777,3.2222222222222223,3.125,belgian,deloitte
2020-10-22,Business Analyst in Brussels,2.0,1.0,2.0,3.0,5.0,4.0,3.0,-,-,X,Privta life balance - job content sometimes -,Depends of priorities,Dynamism - Opportunities - Young,"Former Employee, more than 1 year",2.888888888888889,4.0,3.8333333333333335,3.888888888888889,3.2222222222222223,3.0,belgian,deloitte
2020-10-26,Business Analyst in Brussels,4.0,,,,,,,O,O,O,Salary progression is generally quite low,Review,Very dynamic work environment and teams,Current Employee,2.625,4.125,3.8333333333333335,4.25,3.5,3.2857142857142856,belgian,deloitte
2020-10-27,Senior Consultant in Ghent,3.0,1.0,3.0,3.0,3.0,3.0,1.0,O,O,O,"Management, lots of promises but never kept.",Salary,Lots of learning opportunities to grow.,"Current Employee, more than 3 years",2.375,3.875,3.7142857142857144,4.0,3.5,2.857142857142857,belgian,deloitte
2020-10-29,Audit in Brussels,4.0,4.0,4.0,4.0,4.0,1.0,3.0,V,V,V,"- Limited employee motivation
- Complexity of work",Good for an entry level,"- Resource availability
- Workspace atmosphere
- Prestige","Former Intern, less than 1 year",2.375,3.875,3.857142857142857,4.125,3.0,2.857142857142857,belgian,deloitte
2020-11-02,Manager in Brussels,4.0,3.0,3.0,5.0,5.0,4.0,3.0,-,O,V,It all depends on which team or manager you will end up. It can be paradise as well as hell.,Excellent learning opportunities. Situation depends a lot on your manager.,"Excellent learning opportunities. Many advantages, and nice working environment.","Former Employee, more than 1 year",2.375,3.75,4.0,4.25,3.125,2.7142857142857144,belgian,deloitte
2020-11-03,Consultant in Zaventem,2.0,5.0,1.0,1.0,2.0,4.0,1.0,X,-,X,"- If you want to promote, I hope the leadership of your team doesn't watch their every cent. If they do, then they will convince you to stay your current level or switch tracks so you cannot promote anytime soon.
- Some leadership just do not adhere to the general company guidelines
- You're just another consultant
- Performance management system encourages to talk about what's bothering you to your coach, but believe me you, do so at your own risk",It's a golden cage,"- Good salary package
- Nice car
- Gym & fitness coaches
- Internal staff try very hard to be inclusive
- Coupons
- Insurances
- International projects (if you're lucky)
- Peers are absolutely amazing!","Current Employee, more than 3 years",2.75,3.375,3.5,3.875,3.25,2.2857142857142856,belgian,deloitte
2020-11-24,Auditor in Brussels,3.0,1.0,2.0,3.0,4.0,3.0,2.0,-,-,X,A a lot of workload,Auditor,Experience learning curve is exponential,Current Employee,2.5555555555555554,3.2222222222222223,3.4444444444444446,3.888888888888889,3.2222222222222223,2.25,belgian,deloitte
2020-11-25,Director in Brussels,4.0,4.0,3.0,3.0,4.0,4.0,3.0,-,-,V,Very focussed on growth and figures so that in some instances the human / people aspect only comes second.,Director Deloitte,Very dynamic and driven organisation - ample learning opportunities - interesting projects and clients - very talented and inspiring people around you.,Current Employee,2.7777777777777777,3.111111111111111,3.3333333333333335,3.888888888888889,3.3333333333333335,2.375,belgian,deloitte
2020-11-27,BI Consultant in Brussels,4.0,,,,,,,V,-,V,"Whether your job is enjoyable and interesting depends on the project you are put on and the project manager. Some of the project managers are great, some should never have made it past the consultant level. A lot of them expect a lot of unpaid overtime.",Pretty good,"Good training, opportunities for learning. Some cool projects","Former Employee, more than 1 year",2.75,2.875,3.125,3.875,3.375,2.375,belgian,deloitte
2020-11-29,Business Analyst SAP in Brussels,4.0,3.0,5.0,5.0,4.0,2.0,5.0,V,V,V,Compensation was not as desired.,Nice Colleagues and project,"Young colleagues, nice atmosphere, opportunity to travel abroad.","Former Employee, less than 1 year",2.75,2.875,3.375,3.875,3.125,2.625,belgian,deloitte
2020-12-09,Cyber Security Consultant in Brussels,5.0,5.0,5.0,,4.0,4.0,5.0,O,O,V,Hinders in permitting work visas,Knowledge,A best place to start your career,"Former Intern, less than 1 year",3.25,3.25,3.4285714285714284,3.75,3.125,2.875,belgian,deloitte
2020-12-15,Senior Consultant in Brussels,3.0,2.0,4.0,4.0,4.0,2.0,4.0,-,-,V,"Compensation is low when compared with the workload and responsibilities you are in charge off
Work-life balance",Good place to work but lacking compensation,"You can be engaged in interesting and meaningful projects
Good place to learn","Current Employee, more than 3 years",3.111111111111111,3.3333333333333335,3.5,3.7777777777777777,3.0,3.0,belgian,deloitte
2020-12-26,Business Analyst in Antwerp,4.0,3.0,5.0,3.0,4.0,3.0,3.0,V,-,V,High work pressure at times,Recommend working here,Familial environment in certain departments,Current Employee,3.3333333333333335,3.5555555555555554,3.5,3.888888888888889,3.0,3.2222222222222223,belgian,deloitte
2020-12-29,"Senior Manager, Global Talent Acquisition Systems in Brussels",5.0,5.0,5.0,5.0,5.0,5.0,5.0,V,V,V,close to the airport in Zaventem,Great place to work,"fantastic, great place to work!!!!!",Current Employee,3.4444444444444446,3.6666666666666665,3.625,4.0,3.4444444444444446,3.4444444444444446,belgian,deloitte
2020-12-30,Business Analyst in Brussels,5.0,,,,,,,O,O,O,"There is some pressure but hey, it's a top tier consultancy, what would you expect.",Business Analyst Revgriew,Wonderful employer to work for with many great opportunities,Current Employee,3.5,3.75,3.4285714285714284,3.875,3.375,3.5,belgian,deloitte
2021-01-03,Business Analyst in Brussels,5.0,3.0,5.0,5.0,5.0,3.0,5.0,V,V,V,"Long hours, difficult to maintain work life balance",Great firm to kickstart your consulting career,Ambitious and smart colleagues. Interesting projects.,"Current Employee, more than 1 year",3.25,4.25,4.0,4.25,3.25,4.0,belgian,deloitte
2021-01-08,Indirect Tax Manager in Brussels,4.0,4.0,4.0,4.0,4.0,3.0,3.0,V,-,V,Hours can be challenging to balance with private life,Job review,Flexibility on the job/working conditions,"Current Employee, more than 5 years",3.625,4.5,4.142857142857143,4.25,3.25,4.125,belgian,deloitte
2021-01-10,TDRC in Zaventem,4.0,5.0,5.0,5.0,4.0,4.0,4.0,-,V,V,"None, none, none, none, none",Internship went very well in Brussels,"Culture, workspaces, solidarity, friendly, good infrastructure","Former Intern, less than 1 year",3.75,4.75,4.428571428571429,4.25,3.25,4.25,belgian,deloitte
2021-01-11,Consultant in Brussels,4.0,2.0,3.0,3.0,4.0,4.0,3.0,O,O,O,"Too corporate (this is very personal)
Bad work-life balance (like most consulting firms)","Very solid, very corporate","The best projects in the market
Good salary and benefits
Lots of internal events for sharing info about projects with other colleagues","Current Employee, more than 1 year",3.5555555555555554,4.555555555555555,4.25,4.222222222222222,3.3333333333333335,4.111111111111111,belgian,deloitte
2021-01-11,Anonymous Employee in Brussels,3.0,3.0,3.0,5.0,4.0,2.0,3.0,O,O,O,"very political and hierarchical organisation, projects can be very operational",OK as a starter,"stable organisation, inspiring people, a lot of training","Current Employee, more than 1 year",3.5555555555555554,4.333333333333333,4.25,4.222222222222222,3.3333333333333335,3.888888888888889,belgian,deloitte
2021-01-11,Senior Consultant in Brussels,3.0,3.0,5.0,3.0,4.0,1.0,4.0,O,O,O,"Slow career advancement, not always easy to mingle","Interesting work, slow advancement","Strategic projects across industries, innovative approaches tailored to accomodate the client","Former Employee, more than 1 year",3.3333333333333335,4.333333333333333,4.111111111111111,4.222222222222222,3.0,3.7777777777777777,belgian,deloitte
2021-01-12,Senior Consultant in Brussels,4.0,3.0,4.0,,4.0,3.0,3.0,X,O,V,"competitive, demanding, long days, hierarchical, up or out",Senior Consultant,"flexible, open culture, diverse activities, young colleagues, international","Current Employee, more than 5 years",3.4444444444444446,4.333333333333333,4.125,4.222222222222222,3.111111111111111,3.6666666666666665,belgian,deloitte
2021-01-12,Senior Consultant in Brussels,3.0,3.0,3.0,3.0,3.0,3.0,3.0,O,O,O,"Workload may be overwhelming
Quite a lot of administrative work on top of actual work",Life at Deloitte,"Collaboration on a big team
Opportunities to move internally","Current Employee, more than 1 year",3.4444444444444446,4.111111111111111,4.125,4.111111111111111,3.111111111111111,3.6666666666666665,belgian,deloitte
2021-01-12,Senior Consultant in Brussels,4.0,4.0,4.0,5.0,4.0,4.0,4.0,V,V,V,"Salary, workload, too many initiatives at the same time",Great opportunities,"Colleagues, learning curve, culture, fun","Current Employee, more than 5 years",3.3333333333333335,4.0,4.125,4.0,3.0,3.5555555555555554,belgian,deloitte
2021-01-14,Advisory Manager in Brussels,5.0,4.0,5.0,5.0,5.0,4.0,3.0,V,-,V,"Admin, hierarchy, processes, approvals, sales approvals","Great company to work for. Work hard, play hard. Pay isn't the best",Great employee benefits and great opportunities internally,"Current Employee, more than 8 years",3.4,4.1,4.222222222222222,4.1,3.1,3.5,belgian,deloitte
2021-01-21,C&I Manager (Internal Position) in Brussels,4.0,4.0,4.0,4.0,3.0,4.0,4.0,V,O,V,Less clear or obvious career track than when you have a client-facing (fee-earning) role,"Great company, lots of opportunity and international coverage","Development opportunities within firm across Units
Good work-life balance
Virtual working comes naturally
Resilient business model","Current Employee, more than 10 years",3.5,4.0,4.111111111111111,3.9,3.2,3.4,belgian,deloitte
2021-01-26,Consultant in Zaventem,5.0,3.0,5.0,3.0,5.0,4.0,5.0,V,V,V,"none, that is a great company",good,many good advantages and nice people,"Former Employee, more than 1 year",3.4,4.1,4.0,4.0,3.3,3.6,belgian,deloitte
2021-01-29,IT Risk Consultant in Brussels,3.0,,,,,,,O,O,O,"low salary, sometimes long hours but sometimes not enough projects around",Good experience,Great benefits; a lot of nice events,"Former Employee, more than 1 year",3.2222222222222223,4.0,3.875,4.0,3.2222222222222223,3.5555555555555554,belgian,deloitte
2021-02-06,Data Analyst in Zaventem,5.0,4.0,5.0,5.0,5.0,4.0,5.0,V,V,V,"Imbalanced work schedule, sometimes very long work hours and not even time for eating. Quite fixed payment schéma, not a very big salary for the work performed but many other benefits. Overtime is not counted but you get days off in exchange",Great company to work for,"Amazing place to work for, many learning opportunities, flexibility, networking, they care about you and sends gifts or attention for special events like Easter or completion of a successful fiscal year, nice people, good salary package","Current Employee, more than 5 years",3.4444444444444446,4.222222222222222,4.125,4.111111111111111,3.2222222222222223,3.7777777777777777,belgian,deloitte
2021-02-07,Consultant in Brussels,4.0,3.0,3.0,2.0,4.0,3.0,3.0,-,O,X,"Consulting, i.e., you work for the Partners, not with them...",Salesforce Consultant at Deloitte,"Big clients
Challenging environment
Ability to grow fast","Current Employee, more than 1 year",3.4444444444444446,4.222222222222222,3.75,4.111111111111111,3.3333333333333335,3.7777777777777777,belgian,deloitte
2021-02-16,Technical Analyst in Brussels,4.0,4.0,4.0,5.0,4.0,2.0,4.0,O,O,V,Salary composition is not what I expected.,Salary,"International working environment, Work life balance, Flexible working hours, Diversity","Current Employee, less than 1 year",3.5555555555555554,4.111111111111111,4.0,4.111111111111111,3.4444444444444446,3.7777777777777777,belgian,deloitte
